Ultium EMG-BICEPS BR. RT,Ultium EMG-LAT. TRICEPS RT,Ultium EMG-MED. TRICEPS RT,Ultium EMG-BRACHIORAD. RT,Ultium EMG-FLEX.CARP.R RT,Ultium EMG-POST.DELTOID RT,Ultium EMG-MID DELT. RT,Ultium EMG-ANT.DELTOID RT,Ultium EMG-Ultium EMG.Sync
-7.040824,38.675041,-41.791044,32.903801,3.971188,-1.851147,-2.448114,-2.450707,0.000000
-8.871991,41.726985,-70.174123,35.345356,3.665993,-9.481007,-4.889669,-2.755901,0.000000
-9.787574,7.850405,-78.414372,25.884329,3.971188,-9.175812,-3.668891,-2.450707,0.000000
-8.261602,-26.331368,-57.355958,13.066164,3.665993,0.285214,-0.616947,-3.061095,0.000000
-6.125241,-34.571617,-27.752101,11.845387,3.055605,9.441046,0.298636,-3.061095,0.000000
-4.599269,-26.941757,-11.271603,16.423303,2.750410,8.830658,-0.616947,-1.229929,0.000000
-3.378491,-22.669035,-6.083298,8.793442,1.529633,1.200797,-1.837725,-0.009151,0.000000
-0.936936,-21.143063,0.325785,-10.128611,-0.911923,-5.208285,-1.532530,0.296043,0.000000
1.199425,-17.175536,9.176423,-24.167554,-3.048284,-8.260229,-0.616947,0.296043,0.000000
2.420202,-16.259953,12.533561,-25.998720,-2.132700,-10.701785,-0.006558,0.906432,0.000000
3.946174,-24.805396,11.617978,-28.745470,1.834827,-12.227757,1.824608,1.211626,0.000000
7.913702,-34.876812,13.449144,-38.511691,5.191965,-7.344646,4.266163,0.296043,0.000000
12.796812,-34.876812,17.721866,-43.394801,5.497160,1.505992,6.097330,0.601238,0.000000
14.322784,-23.279424,18.942644,-34.544163,4.581577,6.694297,5.792135,2.127210,0.000000
11.576035,-4.357371,15.585505,-24.777942,5.802354,4.557936,4.571358,2.432404,0.000000
7.913702,18.532210,13.449144,-29.050664,7.328326,1.200797,4.266163,-0.009151,0.000000
5.472146,35.317902,13.449144,-41.563635,6.107549,2.116381,4.876552,-2.145512,0.000000
3.946174,28.298431,11.617978,-45.225968,2.140021,5.168325,5.181747,-1.840318,0.000000
2.420202,-3.136593,7.650451,-39.122080,0.003661,4.557936,3.960969,0.296043,0.000000
1.809814,-33.656034,3.988118,-33.628580,-0.301534,-0.019980,1.824608,0.906432,0.000000
0.894230,-33.656034,0.630979,-31.492219,-0.301534,-4.597896,-0.616947,0.906432,0.000000
-1.242131,-6.493732,-1.505382,-25.083137,-1.827506,-7.649840,-3.363697,1.822015,0.000000
-5.209658,17.311432,-1.810576,-12.875360,-3.353478,-9.175812,-4.279280,3.653182,0.000000
-6.735630,14.564682,0.020590,-4.940306,-2.743089,-7.649840,-2.448114,3.042793,0.000000
-4.904463,-8.019704,-0.589798,-4.940306,-0.606728,-3.377119,0.603830,0.296043,0.000000
-1.852519,-24.195007,-5.167715,-4.635111,0.003661,-0.019980,1.519414,-1.229929,0.000000
-0.631742,-15.344370,-7.304075,1.773971,-1.522312,-0.019980,-0.311753,-0.619540,0.000000
-0.021353,10.597155,-1.810576,9.403831,-3.353478,-1.240758,-1.837725,-0.009151,0.000000
1.504619,29.519208,4.903701,13.066164,-4.879450,0.285214,-0.311753,-0.619540,0.000000
3.640980,24.636098,4.903701,17.949275,-5.795033,4.557936,1.824608,-1.840318,0.000000
4.251369,3.272489,-1.200187,28.631079,-5.795033,6.694297,2.740191,-2.145512,0.000000
