Ultium EMG-BICEPS BR. RT,Ultium EMG-LAT. TRICEPS RT,Ultium EMG-MED. TRICEPS RT,Ultium EMG-BRACHIORAD. RT,Ultium EMG-FLEX.CARP.R RT,Ultium EMG-POST.DELTOID RT,Ultium EMG-MID DELT. RT,Ultium EMG-ANT.DELTOID RT,Ultium EMG-Ultium EMG.Sync
65.562805,3.957918,-8.850943,-14.660161,91.770021,1.538784,4.903243,-2.420660,0.000000
121.108187,6.704668,-7.935360,-15.270549,96.653132,3.980339,7.649993,7.345561,0.000000
146.439323,8.841029,-3.662638,-13.134189,77.731079,1.538784,4.903243,17.111782,0.000000
124.160132,7.315057,0.304889,-12.218605,52.399943,-0.902771,2.156494,18.637754,0.000000
78.991359,1.516363,2.746445,-12.523800,29.205168,-1.513160,2.156494,13.144255,0.000000
46.335558,-2.145970,2.441250,-12.218605,2.042866,0.012812,2.766882,4.293617,0.000000
30.770643,0.295586,1.525667,-10.997828,-26.340214,1.233589,3.072077,-6.693382,0.000000
16.121311,6.094279,0.610084,-10.692633,-39.768768,2.149173,5.208438,-17.375186,0.000000
-4.937103,9.451418,0.304889,-10.387439,-31.528519,2.149173,8.565576,-21.953102,0.000000
-28.131878,10.061807,-0.305499,-7.640689,-18.710354,1.233589,10.396743,-17.375186,0.000000
-52.852625,10.367001,-1.526277,-2.147190,-19.320743,0.012812,8.870771,-5.167410,0.000000
-80.014927,9.451418,-3.052249,3.041115,-29.392158,-0.597577,5.818827,11.007894,0.000000
-101.073341,6.399474,-4.883416,6.093059,-31.528519,-2.428744,4.598049,28.098781,0.000000
-104.125285,3.957918,-6.104193,6.093059,-20.541521,-6.091076,3.987660,38.475391,0.000000
-91.612315,3.347530,-4.883416,3.651504,-5.892189,-9.143020,1.851299,38.475391,0.000000
-76.047400,1.516363,-1.221083,1.820337,3.874032,-8.227437,-2.421422,31.761114,0.000000
-62.008457,-4.587525,3.051639,4.872282,8.757142,-3.954716,-6.999339,23.826059,0.000000
-48.579903,-10.996607,5.188000,12.807336,10.893503,0.318006,-8.220116,12.839060,0.000000
-41.560432,-11.301802,4.577611,18.606030,13.945447,2.759561,-7.304533,-4.862215,0.000000
-44.307182,-8.555052,3.662028,16.774863,24.932446,4.590728,-6.083755,-23.784268,0.000000
-45.222765,-8.555052,2.746445,11.891753,40.192166,6.116700,-6.388950,-33.550489,0.000000
-27.521489,-10.691413,1.220473,11.586559,41.107750,7.032283,-6.388950,-32.940101,0.000000
4.218729,-9.470635,-1.221083,14.333308,16.997391,7.032283,-5.168172,-29.888157,0.000000
28.329088,-6.113497,-2.747055,12.807336,-11.080494,8.253061,-3.642200,-28.362185,0.000000
32.601809,-5.197914,-3.052249,7.924226,-10.164911,9.779033,-2.421422,-25.310240,0.000000
26.803115,-4.892719,-5.188610,7.313837,24.016863,10.084227,0.020133,-19.511547,0.000000
26.803115,0.295586,-10.987304,12.196947,59.114220,8.253061,4.903243,-16.154408,0.000000
41.452447,11.282584,-16.480803,15.248891,66.744080,4.590728,10.396743,-17.375186,0.000000
74.108249,19.828028,-16.175609,12.502142,51.179165,0.623201,11.312326,-20.427130,0.000000
118.666632,19.522833,-9.766526,9.145003,33.172695,-3.649521,6.734410,-23.479074,0.000000
154.069183,13.724140,-1.831471,8.839809,21.575308,-7.311854,1.240910,-26.225824,0.000000
154.984767,7.620251,2.441250,7.619031,16.692197,-7.922243,-1.811034,-24.699852,0.000000
115.004299,2.431946,2.136056,2.125532,22.185696,-6.701465,-3.337006,-13.712853,0.000000
55.186195,-0.619998,-0.915888,-3.673162,37.140222,-6.091076,-3.947395,0.020895,0.000000
4.829118,-0.009609,-4.273027,-6.419912,46.906443,-6.091076,-3.642200,3.072839,0.000000
-19.891629,4.263113,-5.188610,-8.861467,38.055806,-4.259910,-2.421422,-4.862215,0.000000
-22.943573,7.009863,-4.578221,-12.828994,17.607780,0.623201,-2.116228,-9.440131,0.000000
-20.502018,5.483891,-3.357444,-15.270549,1.432477,5.811506,-2.726617,-0.589493,0.000000
-31.794211,2.737141,-3.357444,-14.049772,-9.859716,7.032283,-1.811034,11.923477,0.000000
-61.398068,1.821558,-4.578221,-13.134189,-29.697353,3.369950,0.325327,15.280616,0.000000
-90.086343,2.126752,-5.188610,-16.186133,-58.080433,-1.513160,2.156494,13.449449,0.000000
-90.391537,2.126752,-6.104193,-18.017299,-77.918069,-3.649521,1.851299,15.585810,0.000000
-60.177291,3.347530,-7.019776,-14.965355,-78.223264,-0.902771,1.851299,19.858532,0.000000
-25.385128,6.399474,-7.935360,-10.082244,-66.015487,3.369950,2.461688,18.942949,0.000000
-7.989047,8.841029,-7.324971,-10.387439,-53.502517,4.285533,1.851299,15.891005,0.000000
-4.326714,8.535835,-6.409388,-13.744577,-41.294740,0.928395,0.020133,19.248143,0.000000
-0.053992,6.704668,-6.104193,-14.354966,-27.255798,-1.513160,-0.285062,27.488392,0.000000
